Rank,Song,Artist,Year,Lyrics
97,addicted,saving abel,2008, im so addicted to all the things you do when youre going down on me in between the sheets oh the sounds you make with every breath you take its unlike anything when youre loving meoh girl lets take it slow so as for you well you know where to go i want to take my love and hate you till the endits not like you to turn away from all the bullshit i cant take its not like me to walk awayim so addicted to all the things you do when youre going down on me in between the sheets oh the sounds you make with every breath you take its unlike anything when youre loving meyeahi know when its getting rough all the times we spend trying to make this love something better than just making up againits not like you to turn away all the bullshit i cant take just when i think i can walk awayim so addicted to all the things you do when youre going on me in between the sheets all the sounds you make with every breathe its unlike anythingim so addicted to the things you do when youre going down on me all the sounds you make with every breath you take its unlike anything when youre loving mewhen youre loving mehow can i make it through all the things you do theres just got to be more to you and meim so addicted to all the things you do when youre going down on me in between the sheets all the sounds you make with every breath you take its unlike anything its unlike anythingim so addicted to all the things you do when youre going down on meall the sounds you make with every breath you take its unlike anything im so addicted to you addicted to you 
98,into the night,santana featuring chad kroeger,2008, like a gift from the heavens it was easy to tell it was love from above like it saved me from hell she had fire in her soul it was easy to see how the devil himself could be pulled out of me there were drums in the air as she started to dance every soul in the room keeping time with their hands and we sangay oh ay oh ay oh ay and the voices rang like the angels sing were singing ay oh ay oh ay oh ay and we danced on into the night ay oh ay oh ay oh ay oh and we danced on into the nightlike a piece to the puzzle that falls into place you could tell how we felt from the look on her face she was spinning in circles with the moon in her eyes the room left them moving between you and i we forgot where we were and we lost track of time and we sang to the wind as we danced through the night and we sangay oh ay oh ay oh ay and the voices rang like the angels sing were singing ay oh ay oh ay oh ay and we danced on into the night ay oh ay oh ay oh ay oh and we danced on into the nightand we danced on into the nightlike a gift from the heavens it was easy to tell it was love from above like it saved me from hell she had fire in her soul it was easy to see how the devil himself could be pulled out of me there were drums in the air as she started to dance every soul in the room keeping time with there hands and we sangay oh ay oh ay oh ay and the voices rang like the angels sing were singing ay oh ay oh ay oh ay and we danced on into the night ay oh ay oh ay oh ay oh and we danced on into the night and the voices rang like the angels sing ay oh ay oh ay oh ay oh and we danced on into the night ay oh ay oh ay oh ay ay oh ay oh ay oh ay oh ay oh ay ay oh ay oh singing ay oh ay oh ay oh ay ay oh ay oh and we danced on into the night 
99,heaven sent,keyshia cole,2008, sent from heaven sent from heavennow you can wait your whole life wonderin when its gonna come or where its been you may have got your heart broken a few times in the past it never lasts as strong as it used to it dont feel as good as it used to before and all the things you used to say things you used to do went right out the doorooh no more will you be the one thats what you tell everyone around you but you know theyve heard it all before what more can you say when love wont let you walk away and you cant help who you love and you find yourself givin it all away when you think youre in love ooh cuzi wanna be the one who you believe in your heart is sent from sent from heaven and theres a piece of me who leaves when youre gone because youre sent from sent from heaveni wanna be the one who you believe in your heart is sent from sent from heaven and theres a piece of me who leaves when youre gone because youre sent from sent from heavennow you can wait your whole life tryna change what they feel from whats been you may have put your whole life into a man lovin what you thought it couldve been now you notice when you change that you dont feel as good as you used to before and everything you used to say everything you used to do went right out the doorooh no more will you be the one thats what you tell everyone around you but you know theyve heard it all before what more can you say when love wont let you walk away and you cant help who you love and you find yourself givin it all away when you think youre in love cuz i wanna bei wanna be the one who you believe in your heart is sent from sent from heaven theres a piece of me who leaves when youre gone because youre sent from sent from heaveni wanna be the one who you believe in your heart is sent from sent from heaven theres a piece of me who leaves when youre gone because youre sent from sent from heaveneverybody say i wanna be the one you love i wanna be sent from heaven everybody say i wanna be the one you trust i wanna be sent from heaveneverybody say i wanna be the one you need i wanna be sent from heaven everybody say i wanna be the one oh i wanna be the one sent from heaveni wanna be the one who you believe in your heart is sent from sent from heaven theres a piece of me who leaves when youre gone because youre sent from sent from heaveni wanna be the one who you believe in your heart is sent from sent from heaven theres a piece of me who leaves when youre gone because youre sent from sent from heaveni wanna be the one who you believe in your heart is sent from sent from heaven theres a piece of me who leaves when youre gone because youre sent from sent from heaveni wanna be the one 
100,she got it,2 pistols featuring tpain and tay dizm,2008, i know she got it cause she lookin at me like she want it want it she droppin it low make me wanna throw some ds on it hey whatever it is you cant stop it cause she get loww when she on that pole and that lets me know she got it she got it she got it she got it she got it she got it she got it she got it she got it she got it whoa she got it shawty she got itexcuse me why let me talk to ya for a second lil mama so fine she got the whole squad sweatin damn how you fit all that in them jeans was the question that i asked followed by let me buy you a drink drink young boss baby i treat cha treat cha to the finer things neck bling wrist bling wedding ring nah im playin might light your neck or wrist but cha got a ride nice dick and uh take trips with the bricks she got it she got it she got it she got it thats what pain sayin them other niggas lame man lil mamma i got the game plan 2 pistols me and you boss i make it happen while they talk ridin 6s while they walki know she got it cause she lookin at me like she want it want it she droppin it low make me wanna throw some ds on it hey whatever it is you cant stop it cause she get loww when she on that pole and that lets me know she got it she got it she got it she got it she got it she got it she got it she got it she got it she got it whoa she got it shawty she got itoh hey oh hey she got it she got it she got it she got it oh hey oh hey she got it she got it she got it she got it shorty know shes got it hey got it got it hey she got it she got it she got it she got it shorty know shes got it hey got it got it hey she got it she got it she got itdamn she bad damn she bad damn she thick she thick five foot five hazel eyes redbone you the shit make a nigga wanna stop and stare i just wanna pull your hair freaky shit kinky shit but we dont need to take it there im a young boss girl let me upgrade ya hes a worker i get work out what you bout girl trips to venice venice whats the business bet this swiss your digits and the rest is historyi know she got it cause she lookin at me like she want it want it she droppin it low make me wanna throw some ds on it hey whatever it is you cant stop it cause she get low when she on that pole and that lets me know she got it she got it she got it she got it she got it she got it she got it she got it she got it she got it whoa she got it shawty she got iti see my superwoman nobody cant do it like she can and she got it im tellin you like nobody yeah and i love the way she talk them lames out they dreams bestest thing in fresh louis with the matching jeans and i love the tatted down baby im your fit can i be yo appetizer yo just her and me oh shes on tonight the baddest in the club i grab that ass when she give me a hug causei know she got it cause she lookin at me like she want it want it she droppin it low make me wanna throw some ds on it hey whatever it is you cant stop it cause she get loww when she on that pole and that lets me know she got it she got it she got it she got it she got it she got it she got it she got it she got it she got it whoa she got it shawty she got it 
1,boom boom pow,the black eyed peas,2009,gotta getget gotta getget gotta getget gotta ggggetgetget getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom now boom boom boom now boom boom pow boom boom yo i got that hit that beat the block you can get that bass overload i got the that rock and roll that future flow that digital spit next level visual shit i got that boom boom pow how the beat bang boom boom pow i like that boom boom pow them chickens jackin my style they try copy my swagger im on that next shit now im so 3008 you so 2000 and late i got that boom boom boom that future boom boom boom let me get it now boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom now boom boom boom now boom boom pow boom boom pow im on the supersonic boom yall hear the spaceship zoom when when i step inside the room them girls go apeshit uh yall stuck on super 8 shit that lowfi stupid 8 bit im on that hd flat this beat go boom boom bap im a beast when you turn me on into the future cybertron harder faster better stronger sexy ladies extra longer cause we got the beat that bounce we got the beat that pound we got the beat that 808 that the boom boom in your town people in the place if you wanna get down put your hands in the air william drop the beat now yup yup i be rockin them beats yup yup i be rockin them beats yyyup yup here we go here we go satellite radio yall gettin hit with boom boom beats so big im steppin on leprechauns shittin on yall with the boom boom shittin on yall you with the boom boom shittin on yall you with the this beat be bumpin bumpin this beat go boom boom let the beat rock let the beat rock let the beat rock this beat be bumpin bumpin this beat go boom boom i like that boom boom pow them chickens jackin my style they try copy my swagger im on that next shit now im so 3008 you so 2000 and late i got that boom boom boom that future boom boom boom let me get it now boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom gotta getget boom boom boom now boom boom boom now boom boom pow boom boom pow let the beat rock let the beat rock let the beat rock let the beat let the beat let the beat rock rock rock rock
2,poker face,lady gaga,2009, i wanna hold em like they do in texas plays fold em let em hit me raise it baby stay with me i love it love game intuition play the cards with spades to start and after hes been hooked ill play the one thats on his heartoh oh oh oh oh ohoheohohoh ill get him hot show him what ive got oh oh oh oh oh ohoheohohoh ill get him hot show him what ive gotcant read my cant read my no he cant read my poker face shes got me like nobody cant read my cant read my no he cant read my poker face she is gonna let nobodyp p p poker face p p p poker face muh muh muh muh p p p poker face p p poker face muh muh muh muhi wanna roll with him a hard pair we will be a little gambling is fun when youre with me i love it russian roulette is not the same without a gun and baby when its love if its not rough it isnt fun funoh oh oh oh oh ohoheohohoh ill get him hot show him what ive got oh oh oh oh oh ohoheohohoh ill get him hot show him what ive gotcant read my cant read my no he cant read my poker face shes got me like nobody cant read my cant read my no he cant read my poker face she is gonna let nobodyp p p poker face p p p poker face muh muh muh muh p p p poker face p p p poker face muh muh muh muhi wont tell you that i love you kiss or hug you cause im bluffing with my muffin im not lying im just stunning with my love glue gunnin just like a chick in the casino take your bank before i pay you out i promise this promise this check this hand cause im marvelouscant read my cant read my no he cant read my poker face shes got me like nobody cant read my cant read my no he cant read my poker face she is gonna let nobodycant read my cant read my no he cant read my poker face shes got me like nobody cant read my cant read my no he cant read my poker face she is gonna let nobodycant read my cant read my no he cant read my poker face shes got me like nobody cant read my cant read my no he cant read my poker face she is gonna let nobodyp p p poker face p p p poker face muh muh muh muh p p p poker face p p p poker face muh muh muh muhshe is gonna let nobodyp p p poker face p p p poker face muh muh muh muh p p p poker face p p p poker face muh muh muh muhp p p poker face p p p poker face muh muh muh muh p p p poker face p p p poker face muh muh muh muh 
3,just dance,lady gaga featuring colby odonis,2009, a redone konvict gaga ohoh ehive had a little bit too much much all of the people start to rush start to rush by how does he twist the dance cant find a drink oh man where are my keys i lost my phone phonewhats going on on the floor i love this record baby but i cant see straight anymore keep it cool whats the name of this club i cant remember but its alright aalrightjust dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommm just dance gonna be okay ddddance dance dance just jjjust dancewish i could shut my playboy mouth oh oh ohoh howd i turn my shirt inside out inside outright control your poison babe roses have thorns they say and were all getting hosed tonight oh oh ohohwhats going on on the floor i love this record baby but i cant see straight anymore keep it cool whats the name of this club i cant remember but its alright aalrightjust dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommm just dance gonna be okay ddddance dance dance just jjjustwhen i come through on the dance floor checkin out that catalog cant believe my eyes so many women without a flaw and i aint gon give it up steady tryin to pick it up like a car ima hit it ima hit it and flex and do it until tomorr yeahshorty i can see that you got so much energy the way youre twirlin up them hips round and round and now theres no reason at all why you cant leave here with me in the meantime stay and let me watch you break it downand dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommmjust dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommm just dance gonna be okay ddddance dance dance just jjjust dancewoo lets gohalf psychotic sick hypnotic got my blueprint its symphonic half psychotic sick hypnotic got my blueprint electronichalf psychotic sick hypnotic got my blueprint its symphonic half psychotic sick hypnotic got my blueprint electronicgo use your muscle carve it out work it hustle i got it just stay close enough to get it dont slow drive it clean it lights out bleed it spend the lasto i got it in your pocko i got itjust dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommmjust dance gonna be okay da da doodoommm just dance spin that record babe da da doodoommm just dance gonna be okay ddddance dance dance just jjjust dance 
4,i gotta feeling,the black eyed peas,2009, i gotta feeling that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighta feeling that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighta feeling woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighta feeling woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighttonights the night lets live it up i got my money lets spend it up go out and smash it like oh my god jump off that sofa lets get get offi know that well have a ball if we get down and go out and just lose it all i feel stressed out i wanna let it go lets go way out spaced out and losing all controlfill up my cup mazel tov look at her dancing just take it off lets paint the town well shut it down lets burn the roof and then well do it againlets do it lets do it lets do it lets do it and do it and do it lets live it up and do it and do it and do it do it do it lets do it lets do it lets do itcause i gotta feeling woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighta feeling woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighttonights the night hey  lets live it up lets live it up i got my money my pay lets spend it up lets spend it upgo out and smash it smash it like oh my god like oh my god jump off that sofa come on lets get get offfill up my cup drink mazel tov lchaim look at her dancing move it move it just take it offlets paint the town paint the town well shut it down lets shut it down lets burn the roof and then well do it againlets do it lets do it lets do it lets do it and do it and do it lets live it up and do it and do it and do it do it do it lets do it lets do it lets do it do it do it do ithere we come here we go we gotta rock rock rock rock rock rock easy come easy go now we on top top top top top top feel the shot body rock rock it dont stop stop stop stop stop stop round and round up and down around the clock rock rock rock rock rockmonday tuesday wednesday and thursday friday saturday saturday to sunday get get get get get with us you know what we say say party every day pppparty every dayand im feelin woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good nighta feelin woohoo that tonights gonna be a good night that tonights gonna be a good night that tonights gonna be a good good night woohoo 
5,love story,taylor swift,2009, we were both young when i first saw you i close my eyes and the flashback starts im standing there on a balcony in summer airsee the lights see the party the ball gowns i see you make your way through the crowd you say hello little did i knowthat you were romeo you were throwing pebbles and my daddy said stay away from juliet and i was crying on the staircase begging you please dont go and i saidromeo take me somewhere we can be alone ill be waiting all theres left to do is run youll be the prince and ill be the princess its a love story baby just say yes so i sneak out to the garden to see you we keep quiet cause were dead if they knew so close your eyes escape this town for a little whilecause you were romeo i was a scarlet letter and my daddy said stay away from juliet but you were everything to me i was begging you please dont go and i saidromeo take me somewhere we can be alone ill be waiting all theres left to do is run youll be the prince and ill be the princess its a love story baby just say yesromeo save me theyre trying to tell me how to feel this love is difficult but its real dont be afraid well make it out of this mess its a love story baby just say yes oh oh oh ohi got tired of waiting wondering if you were ever coming around my faith in you was fading when i met you on the outskirts of town and i saidromeo save me ive been feeling so alone i keep waiting for you but you never come is this in my head i dont know what to think he knelt to the ground and pulled out a ring and saidmarry me juliet youll never have to be alone i love you and thats all i really know i talked to your dad go pick out a white dress its a love story baby just say yesoh oh oh oh cause we were both young when i first saw you 
6,right round,flo rida,2009, you spin my head right round right round when you go down when you go down down you spin my head right round right round when you go down when you go down downhey walk out that house with my swagger hop in there with dough i got places to go people to see time is precious i looked at my cotty are ya out of controljust like my mind where im goin no women no shawties no nothin but clothes no stoppin now my pirellis on roll i like my jewelry thats always on whoai know the storm is comin my pockets keep tellin me its gonna shower call up my homies its on then pop in the next cause this mixll be ourswe keep a fadeaway shot cause we ballin its platinum patron that be ours lil mama i owe you just like the flowers girl you the drink with all that goodie powersyou spin my head right round right round when you go down when you go down down you spin my head right round right round when you go down when you go down downfrom the top of the pole i watch her go down she got me throwin my money around aint nothin more beautiful to be found its goin down downfrom the top of the pole i watch her go down she got me throwin my money around aint nothin more beautiful to be found its goin down downhey shawty must know im the man my money love her like her number one fan dont open my mouth let her talk to my fans my benjamin franklinsa couple of grands i got rubber bands my paper planes makin her dance get dirty all night thats part of my plan we buildin castles thats made out of sandshes amazin fire blazin hotter than cajun girl wont you move a lil closer time to get paid its maximum wage that body belong on a posterim in a daze that bottom is wavin at me like damn it i know you you wanna shoot like a gun out of holster tell me whatever and ill be your gopheryou spin my head right round right round when you go down when you go down down you spin my head right round right round when you go down when you go down downfrom the top of the pole i watch her go down she got me throwin my money around aint nothin more beautiful to be found its goin down downfrom the top of the pole i watch her go down she got me throwin my money around aint nothin more beautiful to be found its goin down downyeah im spendin my money im out of control somebody help me she takin my bank roll but im king of the club and im wearin the crown poppin these bottles touchin these models watchin they asses go down downyou spin my head right round right round when you go down when you go down down you spin my head right round right round when you go down when you go down downyou spin my head right round right round when you go down when you go down down you spin my head right round right round when you go down when you go down down 
7,im yours,jason mraz,2009, well you done done me and you bet i felt it i tried to be chill but youre so hot that i melted i fell right through the cracks now im trying to get back before the cool done run out ill be giving it my bestest and nothings going to stop me but divine intervention i reckon its again my turn to win some or learn somebut i wont hesitate no more no more it cannot wait im yourswell open up your mind and see like me open up your plans and damn youre free look into your heart and youll find love love love lovelisten to the music of the moment people dance and sing were just one big family and its our godforsaken right to be loved loved love loveso i wont hesitate no more no more it cannot wait im sure theres no need to complicate our time is short this is our fate im yoursdddo do you but do you dddo but do you want to come on scooch on over closer dear and i will nibble your earive been spending way too long checking my tongue in the mirror and bending over backwards just to try to see it clearer but my breath fogged up the glass and so i drew a new face and i laughedi guess what i be saying is there aint no better reason to rid yourself of vanities and just go with the seasons its what we aim to do our name is our virtuebut i wont hesitate no more no more it cannot wait im yours open up your mind and see like me i wont hesitate open up your plans and damn youre free no more no more look into your heart and youll find that the sky is yours it cannot wait im sureso please dont please dont theres no need theres no need to complicate theres no need to complicate our time is short our time is short this is our fate this is this is this is our fate im yoursoh im yours oh im yours oh whoa baby you believe im yours you best believe best believe im yours 
8,single ladies put a ring on it,beyonce,2009, all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies put your hands upup in the clubwe just broke up im doing my own little thing you decided to dip and now you wanna trip cause another brother noticed me im up on him he up on me dont pay him any attention cause i cried my tears for three good years you cant be mad at mecause if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on it oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh cause if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on iti got gloss on my lips a man on my hips got me tighter than my dereon jeans acting up drink in my cup i can care less what you think i need no permission did i mention dont pay him any attention cause you had your turn but now you gon learn what it really feels like to miss mecause if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on it oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh cause if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on it oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh ohdont treat me to these things of the world im not that kind of girl your love is what i prefer what i deserve heres a man that makes me then takes me and delivers me to a destiny to infinity and beyond pull me into your arms say im the one you want if you dont youll be alone and like a ghost ill be goneall the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies all the single ladies now put your hands upoh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh cause if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on it oh oh oh if you liked it then you should have put a ring on it if you liked it then you should have put a ring on it dont be mad once you see that he want it if you liked it then you should have put a ring on it 
9,heartless,kanye west,2009, in the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartlesshow could you be so cold as the winter wind when it breeze yo just remember that you talkin to me though you know need to watch the way you talkin to me yo i mean after all the things that weve been through i mean after all the things we got into hey yo i know of some things that you aint told me hey yo i did some things but thats the old me and now you wanna get me back and you goin show me so you walk around like you dont know me you got a new friend well i got homies but in the end its still so lonelyin the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartlesshow could be so dr evil you bringin out a side of me that i dont know i decided we werent goin speak so why we up three am on the phone why does she be so mad at me for homie i dont know shes hot and cold i wont stop i wont mess my groove up cause i already know how this thing go you run and tell your friends that youre leaving me they say that they dont see what you see in me you wait a couple months then you gon see youll never find nobody better than mein the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartlesstalkin talkin talkin talk baby lets just knock it off they dont know what we been through they dont know bout me and you so i got something new to see and you just goin keep hatin me and we just goin be enemies i know you cant believe i could just leave it wrong and you cant make it right im goin take off tonight into the nightin the night i hear em talk the coldest story ever told somewhere far along this road he lost his soul to a woman so heartless how could you be so heartless oh how could you be so heartless 
11,you belong with me,taylor swift,2009, youre on the phone with your girlfriend shes upset shes going off about something that you said cause she doesnt get your humor like i do im in my room its a typical tuesday night im listening to the kind of music she doesnt like and shell never know your story like i dobut she wears short skirts i wear tshirts shes cheer captain and im on the bleachers dreaming about the day when you wake up and find that what youre looking for has been here the whole timeif you can see im the one who understands you been here all along so why cant you see you belong with me you belong with mewalkin the streets with you and your wornout jeans i cant help thinking this is how it ought to be laughing on a park bench thinking to myself hey isnt this easyand youve got a smile that could light up this whole town i havent seen it in a while since she brought you down you say your fine i know you better then that hey what you doing with a girl like thatshe wears high heels i wear sneakers shes cheer captain and im on the bleachers dreaming about the day when you wake up and find that what what youre looking for has been here the whole timeif you can see that im the one who understands you been here all along so why cant you see you belong with mestanding by and waiting at your back door all this time how could you not know baby you belong with me you belong with meoh i remember you drivin to my house in the middle of the night im the one who makes you laugh when you know youre about to cry and i know your favorite songs and you tell me about your dreams i think i know where you belong i think i know its with mecant you see that im the one who understands you been here all along so why cant you see you belong with mestanding by and waiting at your back door all this time how could you not know baby you belong with me you belong with meyou belong with me have you ever thought just maybe you belong with me you belong with me 
12,dead and gone,ti featuring justin timberlake,2009, ooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gone and ooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and goneever had one of dem days you wish woulda stayed home run into a group of niggas getting they hate on you walk by they get wrong you reply then shit get blown way outta proportion way past discussion just you against them pick one then rush em figure youll get your head  that next they dont wanna stop there now they bussin now you gushin ambulance rushin you to the hospital with a bad concussion plus ya hit four times plus it hit ya spine paralyzed waist down now ya wheel chair bound never mind that now you lucky to be alive just think it all started you fussin with three guys now ya pride in the way but ya pride is the way you could fuck around get shot die any day niggas die every day all over bull shit dope money dice game ordinary hood shit could this be cause of hip hop music or did the ones with the good sense not use it usually niggas dont know what to do when their back against the wall so they just start shootin for red or for blue or for blo i guess from bankhead or from your projects no more stress now im straight now i get it now i take time to think before i make mistakes just for my familys sake that part of me left yesterday the heart of me is strong today no regrets im blessed to say the old me dead and gone awayooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gone and ooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gonei aint never been scared i live through tragedy situation coulda been dead lookin back at it most of that shit didnt even have to happen but you dont think about it when you out there trappin in apartments hangin smokin and rappin niggas start shit didnt next thing ya know we cappin get locked up then didnt even get mad now think about damn what a life i had most of that shit look back just laugh some shit still look back just sad maybe my homeboy till be around had i not hit the nigga in the mouth that time i won that fight i lost that war i can still see my nigga walkin out that door whoda thought id never see philant no more got enough dead homies i dont want no more cost a nigga his job cost me more ida took that asswhoopin now for sure now think before i risk my life take them chances to get my stripe a nigga put his hands on me alright otherwise stand there talk shit all night cause i hit you you sue me i shoot you get locked up who me no more stress now im straight now i get it now i take time to think before i make mistakes just for my familys sake that part of me left yesterday the heart of me is strong today no regrets im blessed to say the old me dead and gone awayooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gone and ooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gonei turn my head to the east i dont see nobody by my side i turn my head to the west still nobody in sight so i turn my head to the north swallow that pill that they call pride the old me is dead and gone but the new me will be alright i turn my head to the east i dont see nobody by my side i turn my head to the west still nobody in sight so i turn my head to the north swallow that pill that they call pride the old me is dead and gone but the new me will be alrightooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gone and ooh ive been travelin on this road too long just trying to find my way back home the old me is dead and gone dead and gone 
13,you found me,the fray,2009,i found god on the corner of 1st and amistad where the west was all but won all alone smoking his last cigarette i said where you been he said ask anything where were you when everything was falling apart all my days were spent by the telephone that never rang and all i needed was a call that never came to the corner of 1st and amistad lost and insecure you found me you found me lying on the floor surrounded surrounded whyd you have to wait where were you where were you just a little late you found me you found me but in the end everyone ends up alone losing her the only one whos ever known who i am who im not and who i wanna be no way to know how long she will be next to me lost and insecure you found me you found me lying on the floor surrounded surrounded whyd you have to wait where were you where were you just a little late you found me you found me the early morning the city breaks and ive been calling for years and years and years and years and you never left me no messages you never sent me no letters you got some kind of man taking all i want lost and insecure you found me you found me lying on the floor where were you where were you lost and insecure you found me you found me lying on the floor surrounded surrounded whyd you have to wait where were you where were you just a little late you found me you found me whyd you have to wait to find me to find me
14,use somebody,kings of leon,2009, ive been roaming around always looking down at all i see painted faces fill the places i cant reachyou know that i could use somebody you know that i could use somebodysomeone like you and all you know and how you speak countless lovers under cover of the streetyou know that i could use somebody you know that i could use somebody someone like youoff in the night while you live it up im off to sleep waging wars to shape the poet and the beat i hope its gonna make you notice i hope its gonna make you noticesomeone like me someone like me someone like me somebodysomeone like you somebody someone like you somebody someone like you somebodyive been roaming around always looking down at all i see 
15,knock you down,keri hilson featuring kanye west and neyo,2009, keep rocking and keep knocking whether you louboutin it up or reebokin you see the hate that theyre serving on a platter so what we goin have dessert or disasteri never thought id be in love like this when i look at you my mind goes on a trip then you came in and knocked me on my face feels like in im in a race but i already won first placei never thought id fall for you as hard as i did as hard as i did yeah you got me thinking bout our life our house and kids yeah every morning i look at you and smile cause boy you came around and you knocked me down knocked me downsometimes love comes around and it knocks you down just get back up when it knocks you down sometimes love comes around and it knocks you down just get back up when it knocks you downi never thought id hear myself say ooh yall go ahead i think im gonna kick it wit my girl today kick it wit my girl today i used to be commander and chief of my pimp ship flying high flying high til i met this pretty little missile that shot me out the sky oh shot me out the skyhey now im crashing dont know how it happened but i know it feels so damn good said if i could back and make it happen faster dont you know i would baby if i could miss independent oh to the fullest the load never too much she helping me pull it she shot the bullet that ended that life i swear to you the pimp in me just died tonight girl sometimes lovesometimes love comes around and it knocks you down just get back up when it knocks you down sometimes love comes around and it knocks you down just get back up when it knocks you downtell me now can you make it past your caspers so we can finally fly off into nasa you was always the cheerleader of my dreams that seem to only date the head of football teamsand i was the class clown that always kept you laughing we were never meant to be baby we just happen so please dont mess up the trick hey young world im the new slick rick they say i move too quick but we cant let the moment pass uslet the hourglass pass right into ashes let the wind blow the ash right before my glasses so i wrote this love letter right before my classes how could a goddess ask someone thats only averagefor advice omg you listen to that bitch whoa its me baby this is tragic cause we had it we was magici was flying now im crashing this is bad real bad michael jackson now im mad real mad joe jackson you should leave your boyfriend now im a ask himsay you gotta put the good with the bad happy and the sad so will u bring a better future than i had in the past oh cause i dont wanna make the same mistakes i did i dont wanna fall back on my face again whoa whoa ill admit it i was scared to answer loves call whoa whoa and if it hits better make it worth the fallwhen it comes aroundsometimes love comes around and it knocks you down just get back up when it knocks you down sometimes love comes around and it knocks you down just get back up when it knocks you downwont see it coming when it happens hey but when it happens youre gonna feel it let me tell you now you see when love knocks you downwont see it coming when it happens but when it happens youre gonna feel it let me tell you now you see when love knocks you down yeah 
