Rank,Song,Artist,Year,Lyrics
15,you make me wanna,usher,1998, this is what you do this is what you do this is what you do this is what you doyou make me wanna leave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make me wannaleave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make mebefore anything came between us you were like my best friend the one i used to run an talk to when me and my girl was having problems you used to say it would be okay suggest little nice things i should do and when i come home at night and lay my head down all i seem to think about is you and howyou make me wanna leave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make me wannaleave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make menow whats bad is youre the one that hooked us up knowing it shouldve been you whats sad is i love her but im falling for you what should i do should i tell my baby byebye should i do exactly what i feel inside cause i i dont wanna go dont need to stay but i really need to get it togetheryou make me wanna leave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make me wannaleave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make meat this point the situations out of control i never meant to hurt her but i gotta let her go and if she may not understand it why all of this is going on i tried i tried to fight it but the feelings just to strongyou make me wanna you make me wanna you make me wanna you make me wannayou make me wanna you make me wanna you make me wanna come along with you make meyou make me wanna leave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make me wannaleave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make meyou make me wanna leave the one im with to start a new relationship with you this is what you do think about a ring and all the things that come along with you make me you make me wannaleave the one im with to start a new relationship with you this is what you do 
16,my way,usher,1998, yo see its rare that you find people like us cause yall the other look out there doin what im doin or tryin to do what im doin but you cant cause i do what i do my way what about you huh huh come oni do any and everything you want to make your girl say ooh ooh whys he so flyshe beeps me whenever she wanna get freaky you can get mad if you want too do whatever you want but she still gon give it up she likes itmy way my way my way you cant satisfy her needs she keeps runnin back to see me do it my way my way what i say goes and im in controldont check me check me it was your girl who let me let me take it this far then ooh wee ooh we she had to have every chance that she could get but you think you a baller and i aint gon call her clip that you can get mad if you want to say whatever you want but she still gon give it up cause she likes itmy way ooh my way you cant satisfy her needs she keeps runnin back to see me do it my way my way what i say goes and im in controlim standing here where you ought to be got you mad at me cause i got your lady you aint got to worry i aint trying to romance all i wanna do is make her dance with memy way oh my way my way you cant satisfy her needs she keeps runnin back to see me do it my way my way what i say goes and im in controlmy way my way you cant satisfy her needs she keeps runnin back to see me do it my way my way and what i say goes and im in controlmy way my way you cant satisfy her needs she keeps runnin back to see me do it my way my way what i say goes and im in control 
17,my all,mariah carey,1998, i am thinking of you in my sleepless solitude tonight if its wrong to love you then my heart just wont let me be right cause ive drowned in you and i wont pull through without you by my sideid give my all to have just one more night with you id risk my life to feel your body next to mine cause i cant go on living in the memory of our song id give my all for your love tonightbaby can you feel me imagining im looking in your eyes i can see you clearly vividly emblazoned in my mind and yet youre so far like a distant star im wishing on tonightid give my all to have just one more night with you id risk my life to feel your body next to mine cause i cant go on living in the memory of our song id give my all for your love tonight 
18,the first night,monica,1998,baby baby tell me whats up can you hear me or do i do i need to turn it up huh huh baby baby tell me whats up can you hear me or do i do i need to turn it up huh what baby baby tell me whats up can you hear me or do i do i need to turn it up huh huh baby baby tell me whats up can you hear me or do i do i need to turn it up huh what boy this evening was it only me feeling completely down to be open down to be open for some satisfaction didnt want to say yes afraid of your reaction i knew it was wrong for feeling this way especially the thought of givin in on the first date couldnt let go it stayed on my mind at the end of the night i had to decide i was thinkin i should make a move but i wont i know your probly thinkin something is wrong knowing if i do that it wont be right i dont get down on the first night i should make a move but i wont and then you probly thinkin something is wrong knowing if i do that it wont be right i wanna get down but not the first night we was chillin watching your tv i felt it was comin the closer that you got to me wanted to touch you wanted to kiss you and some how in one night discover i love you felt so right but it felt so wrong and look how were caryin on tryin to say things to get me to stay but my watch is telling me its getting to late im thinkin i should make a move but i wont i know your probly thinkin something is wrong knowing if i do that it wont be right i dont get down on the first night i should make a move but i wont i know you probly thinkin something is wrong knowing if i do that it wont be right i wanna get down but not the first night if you want me you got to know me and if you want my love you gotta wait my love baby thats the way its got to be get to know me so we can do this ooh i should i know your probably thinkin knowin if i do i dont get down on the first night i should make a move but i wont i know your probably thinkin something is wrong knowing if i do that it wont be right i wanna get down but not the first night i should make a move but i wont i know your probably thinkin something is wrong knowing if i do that it wont be right i dont get down on the first night i should make a move but i wont i know your probably thinkin something is wrong knowing if i do that it wont be right i wanna get down but not the first night i should make a move but i wont i know your probably thinkin something is wrong knowing if i do that it wont be right i dont get down on the first night i should make a move but i wont i know your probably thinkin something is wrong knowing if i do that it wont be right i wanna get down but not the first night
19,been around the world,puff daddy featuring the notorious big and mase,1998, intro mase yo yo this mase youknowhatimsayin you got niggaz that dont like me for whatever reason you got niggaz that dont wanna see me rich you got niggaz thats mad cause im always with they bitch then you got niggaz that just dont like me you know the those phd niggaz but you know i pop a lot of shit but i back it up though see its a difference a lot of niggaz pop shit but a lot of niggaz dont make hits but its like this whole bad boy shit we come to bring it to yall niggaz me bi puff lox whoever black rob if you wanna dance we dance verse one mase now trick what lace who that aint what mase do got a lot of girls thatd love to replace you tell you to your face boo not behind your back niggaz talk shit we never mind that funny never find that puff a dime stack write hot shit and make a nigga say rewind that niggaz know we go against the harlem jigalo getcha hoe lick her low make the bitch hit the do i represent honies with money fly guys with gems drive with the tints that be thirtyfive percent hoes hope i lay so i look both ways cop says ok my tint smoke gray no way nigga leave without handin me my shit got plans to get my land and my 6 niggaz outta penll understand this shit pop champagne like i won a championship uhh uhh chorus sung by notorious big spoken words by puff been around the world and i i i and we been playa hated say what i dont know when and i dont know why why they want us faded ahehe i dont know why they hate us yeah is it our ladies uhhuh or i drive mercedes uhh uhh baybee baybee verse two puff daddy i was in one bedroom dreamin of a million yeah now im in beach houses cream to the ceiling thats right i was a gentleman livin in tenements now im swimmin in all the women that be tens hoo went from bad boys to the crushed linen men now my dividends be the new benjamins uhhuh hoes of all complexions i like cinnamon mase you got some hoes well nigga send em in cmon what you waitin for let the freak show begin how they came in a truck mase nah puff thats a benz mercedes cmere baby you dont like the way its hot and hazy never shady you must be crazy its ridiculous how you put your lips on this dont kiss right there girlfriend im ticklish heheh and i be switchin fees with a wrist full of gs nigga please im the macaroni with the cheese chorus verse three puff daddy mase now puff rule the world even though im young i make it my biz to see that all ladies come yeah get em all strung from the tip of my tongue lick em places niggaz wouldnt dare put they faces cmon before i die hope i remake a flow by in the brand new treasure on a old try never my throat dry even when the smoke lie eat the mami chochi and drive a lowride we never ride far packed five in a car save money for the drinks im about to buy the bar yeah and everywhere i drive im a star little kids all on the corner scream thats my car it was days couldnt be fly now im in a ti come in clubs with bi now a nigga vi uhhuh rock tons of gold nuff money i fold roll the way you wanna roll break a hundred out the toll chorus w slight modifications line 1 puff cmon yeah yeah uhhuh line 2 puff we been playa hated line 3 puff why line 4 puff why they want us hated line 5 puff why they hate us line 6 puff is it our ladies line 7 puff say what line 8 puff yeah baybee baybee chorus w puff talking while big sings you know sometimes i gotta ask myself whys there so much jealousy in the world dont look at mine get yours music fades radio show from bigs album continued ok after these messages well be back with the mad rapper and his brother the mad producer after this applause ok just sit back relax and enjoy yourself well get you through this take a sip of water deep breath thatll do it and welcome back as you can see you got the check though im trevor jones and im sitting in ive been conversing with the mad rapper did you get the check though and hes still pretty mad but this time he brought someone else with him and quite frankly yeah yeah hes even madder you god damn right mr producer yo youknowhatimsayin why are you so mad yo iiiiiii ima ima keep it real simple for you yeah ttttttell them niggaz why you mad son tell them niggaz why you mad son ok gentlemen please one at a time tell em why you mad son word up tell em why you mad son youknowhatimsayin iiiiiii iiiiiii be i be i been i been i been here for the culture youknowhatimsayin i dont i dont i dont i dont i dont be recognizin all that new jack shit yo we dont play we dont play that shit youknowhatimsayin please mr producer explain yourself mr rapper please calm down that nigga be on some bullshit youknowhatimsayin we aint we dont do that shit word yeah he aint no real producer neither and then come to find out youknowhatimsayin my brother hipped me to it the nigga tryin to rap now oh yeah thats the shit that got me mad please mr rapper once again thats the shit that got me mad thats the shit youknowhatimsayin its a family oriented show youknowhatimsayin thats the shit that feds me up gentlemen please word up youknowhatimsayin disregard the foul language im watchin this nigga video youknowhatimsayin they got mermaids swimmin in they living rooms and shit like that youknowhatimsayin this nigga dancin in the rain with kids climbin up mountains and shit youknowhatimsayin im im im watchin this nigga video im gonna have to ask you to refrain from the language the car goin two hundred miles an hour where the fuck is he goin please mr rapper please refrain from the foul language the nigga climbin out the fuckin car one more time let me see you try that shit on a train youknowhatimsayin try that shit on a fuckin train what kind of shit youknowhatimsayin got a thousand niggaz write for him let me write for you son my shit is jumpin i got john blaze shit 
20,adia,sarah mclachlan,1998, adia i do believe i failed you adia i know ive let you down dont you know i tried so hard to love you in my way its easy let it goadia im empty since you left me trying to find a way to carry on i search myself and everyone to see where we went wrongcause theres no one left to finger theres no one here to blame theres no one left to talk to honey and there aint no one to buy our innocencecause we are born innocent believe me adia we are still innocent its easy we all falter does it matteradia i thought that we could make it but i know i cant change the way you feel i leave you with your misery a friend who wont betray i pull you from your tower i take away your pain and show you all the beauty you possess if youd only let yourself believe thatwe are born innocent believe adia we are still innocent its easy we all falter does it matter believe me adia we are still innocent cause we are born innocent adia we are still innocent its easy we all falter but does it mattercause we are born innocent believe me adia we are still innocent its easy we all falter does it matterbelieve me adia we are still innocent cause we are born innocent believe me adia we are still innocent its easy we all falter does it matter 
21,crush,jennifer paige,1998, ah crush ahi see ya blowin me a kiss it doesnt take a scientist to understand whats going on baby if you see something in my eye lets not over analyze dont go too deep with it babyso let it be what itll be dont make a fuss and get crazy over you and me heres what ill do ill play loose not like we have a date with destinyits just a little crush crush not like i faint every time we touch its just some little thing crush not like everything i do depends on you shalalala shalalalaits raising my adrenaline youre banging on a heart of tin please dont make too much of it baby you say the word forevermore thats not what im looking for all i can commit to is maybeso let it be what itll be dont make a fuss and get crazy over you and me heres what ill do ill play loose not like we have a date with destinyits just a little crush crush not like i faint every time we touch its just some little thing crush not like everything i do depends on you shalalala shalalalavanilla skies vanilla skies white picket fences in your eyes a vision of you and meits just a little crush crush not like i faint every time we touch its just some little thing crush not like everything i do depends on you shalalala not like i faint every time we touch its just some little thing not like everything i do depends on you shalalala not like i faint every time we touch its just some little thing not like everything i do depends on you 
22,everybody backstreets back,backstreet boys,1998, everybody rock your body everybody rock your body right backstreets back alrightoh my god were back again brothers sisters everybody sing gonna bring the flavor show you how gotta question for ya better answer now yeaham i original yeah am i the only one yeah am i sexual yeah am i everything you need you better rock your body noweverybody yeah rock your body yeah everybody rock your body right backstreets back alright alrightnow throw your hands up in the air and wave them around like you just dont care woo woo woo woo if you wanna party let me hear you yell woo cause weve got it goin on again yeah yeaham i original yeah am i the only one yeah am i sexual yeah am i everything you need you better rock your body noweverybody yeah rock your body yeah everybody rock your body right backstreets back alright alrighteverybody yeah rock your body yeah everybody rock your body right backstreets back alright alrighteverybody yeah rock your body yeah everybody rock your body right backstreets back alright alright 
23,i dont want to miss a thing,aerosmith,1998, i could stay awake just to hear you breathing watch you smile while you are sleeping while youre far away and dreaming i could spend my life in this sweet surrender i could stay lost in this moment forever where every moment spent with you is a moment i treasuredont wanna close my eyes i dont wanna fall asleep cause id miss you baby and i dont wanna miss a thing cause even when i dream of you the sweetest dream would never do id still miss you baby and i dont want to miss a thinglying close to you feeling your heart beating and im wondering what youre dreaming wondering if its me youre seeing then i kiss your eyes and thank god were together i just wanna stay with you in this moment forever forever and everi dont wanna close my eyes i dont wanna fall asleep cause id miss you baby and i dont wanna miss a thing cause even when i dream of you the sweetest dream would never do id still miss you baby and i dont want to miss a thingi dont wanna miss one smile i dont wanna miss one kiss i just wanna be with you right here with you just like this i just want to hold you close feel your heart so close to mine and just stay here in this moment for all the rest of timedont wanna close my eyes dont wanna fall asleep cause id miss you baby and i dont wanna miss a thing cause even when i dream of you the sweetest dream would never do id still miss you baby and i dont want to miss a thingi dont wanna close my eyes i dont wanna fall asleep cause id miss you baby and i dont wanna miss a thing cause even when i dream of you the sweetest dream would never do id still miss you baby and i dont want to miss a thingi dont wanna close my eyes i dont wanna fall asleep yeah i dont wanna miss a thing 
25,this kiss,faith hill,1998, i dont want another heartbreak i dont need another turn to cry no i dont want to learn the hard way baby hello oh no goodbye but you got me like a rocket shooting straight across the skyits the way you love me its a feeling like this its centrifugal motion its perpetual bliss its that pivotal moment its ah impossible this kiss this kiss unstoppable this kiss this kisscinderella said to snow white how does love get so off course oh all i wanted was a white knight with a good heart soft touch fast horse ride me off into the sunset baby im forever yoursits the way you love me its a feeling like this its centrifugal motion its perpetual bliss its that pivotal moment its ah unthinkable this kiss this kiss unsinkable this kiss this kissyou can kiss me in the moonlight on the rooftop under the sky or you can kiss me with the windows open while the rain comes pouring inside kiss me in sweet slow motion lets let every thing slide you got me floating you got me flyingits the way you love me its a feeling like this its centrifugal motion its perpetual bliss its that pivotal moment its ah subliminal this kiss this kiss its criminal this kiss this kissits the way you love me baby its the way you love me darling yeah its the way you love me its a feeling like this its centrifugal motion its perpetual bliss its that pivotal moment its ah subliminal this kiss this kiss its criminal this kiss this kissits the way you love me baby its the way you love me darling yeah its the way you love me its a feeling like this 
26,i dont ever want to see you again,uncle sam,1998, early one mornin while you were asleep i received a letter but there was no addressee so i paid it no mind in fact i wanted to send it back but something that i was feeling said open itit said dear reader once close friend of mine hope that this letter finds you in time cause your love is endin and my lifes just beginnin with a woman that i know you hold dear to you and it made me wanna sayi dont ever wanna see you again but i stuck by you till the end and my conscience is clear and i can move on from here but i wish i could say the same for you babyi dont ever wanna see you again no yeah but tell me why did it have to be my best friend that you were messin around with i didnt want to notice it i was true to my love for youit took me a minute to wake up and see what the love of my life was doin to me i wanted to lay down and die cause my pride wouldnt let me cry somehow i knew i had to get over ithe said he couldnt understand until he felt your touch now he can see why i love you so much and thats so unfair i never thought i have to share your love that i thought was given to only me and thats whyi dont ever wanna see you again but i stuck by you till the end and my conscience is clear and i can move on from here but i wish i could say the same for you babyand i dont ever wanna see you again but tell me why did it have to be my best friend that you were messin around with i didnt want to notice it i was true to my love for youand you say you love me love mustve been blind cause i sure didnt see this one comin my best friend huh they say keep the ones you love close and your enemys even closer but i cant win for losin girl cause the one i thought was a friend to me ended up being my true enemylisten to me baby i gave you everythin my love and my ring and you violated me and i dont wanna see you againi dont ever wanna see you again but i stuck by you till the end and my conscience is clear and i can move on from here but i wish i could say the same for you babyi dont ever wanna see you again but tell me why did it have to be my best friend that you were messin around with i didnt want to notice it i was true to my love for youi dont ever wanna see you again but i stuck by you till the end and my conscience is clear and i can move on from here but i wish i could say the same for you babyi dont ever wanna see you again but tell me why did it have to be my best friend that you were messin around with didnt want to notice it 
27,lets ride,montell jordan featuring master p and silkk the shocker,1998, uhhhhhh you like that huh remember me lets get roudy lets ride yeah yeah yo montell when you walk they be goin to the lobby yall tell the bellman i need some more towels up here when you see shorty the one thats sittin on them 20s tell him in 504 shes still bout me you heard lets get roudyyou know montells bout it bout it master ps bout it bout itstepped in the club after my show you know the spot where everybodys on the low low thats when i saw her she saw me she told me she like master p and montell occassionally so i laid back put a 50 in my mouth said i wanna see you shake it girl cuz thats what that bout it bout its about all the niggas in the club was jealous of me cuz i waited for it and i stayed for and im damn near bout to pay for it solets ride all night i dont doubt it your love is bout it bout it and im so excited girl i wanna ride itlets ride tonight cant do without it your love is bout it bout it and i wont deny babe girl i wanna ride itnow baby whats more than incredible she did her thing 55 146 swinging nothing but a gstring her chocolate lips and sexy thighs sittin properly up on top of me shes riding aint no stopping me now she bounced back then rocked slow like shes auditioning to kick it in my video there aint no limit to what shed do im listening shes whispering her girl wanna ride me toolets ride all night i dont doubt it your love is bout it bout it and im so excited girl i wanna ride itshes moving up and down and round and round tonight moving up and down and around and around shes moving up and down and round and round lets ride oh baby aint nothing like the real thingsee us soldiers do it wild i could make you smile make my nine go pow put on your boots lets run some miles camouflage on them sheets make that head board squeak up and down till you weak cuz us thug like a feak sixty eight will be my code if you bout it girl lets roll i told you was no limit cuz tonight anything goesanything goes lets roll lemme help you take up off your clothes give me a preview before and the rest after the show thug love mixed with cream hennessey strawberries and moet champagne mo in the bath havin a hot tub drop a foot off a oriental rug cant get enough you on top of me me on top of you do what you want to this thug girl aint no stopping youlets ride all night i dont doubt it your love is bout it bout it and im so excited girl i wanna ride itcoming to breakfast go tomorrow yeah im coming wit you me and silkk fooltold yall there wasnt no limit uhhhh 
28,sex and candy,marcy playground,1998, hangin round downtown by myself and i had so much time to sit and think about myself and then there she was like double cherry pie yeah there she was like disco superflyi smell sex and candy here whos that lounging in my chair whos that casting devious stares in my directionmama this surely is a dream yeah mama this surely is a dream yeah mama this surely is a dreamhangin round downtown by myself and i had too much caffeine and i was thinkin bout myself and then there she wasin platform double suede yeah there she was like disco lemonadei smell sex and candy here whos that lounging in my chair whos that casting devious stares in my directionmama this surely is a dream yeah mama this surely is a dream yeah mama this surely is a dreami smell sex and candy here whos that lounging in my chair whos that casting devious stares in my directionmama this surely is a dream yeah mama this surely is a dream yeah mama this surely is a dream yeah mama this must be my dream 
29,show me love,robyn,1998, yeah yeah yeahalways been told that ive got too much pride too independent to have you by my side then my heart said all of you will see just wont live for someone until he lives for me never thought i would find love so sweet never thought i would meet someone like you well now ive found you and i tell you no lie this love ive got for you could take me round the world now show me loveshow me love show me life baby show me what its all about youre the one that i ever needed show me love and what its all about alrightdont waste this love i wanna give to you tell me what you got show me what you can do show me love show me everything i know youve got potential so baby let me in and show me loveshow me love show me life alright baby show me what its all about youre the only one that i ever needed show me love show me love and what its all about alrightshow me love oh show me life baby show me what its all about what its all about youre the one that i ever needed show me love and what its all about alrightshow me love baby show me everything youve got and show me life show me love baby show me everything and what its all aboutyoure the one the only one i ever needed show me love and what its all about alright ill love you ill miss you ill make sure everything will be alright ill give you my heart if you just give me love every day and every night show me love yeah show me life alright baby show me what its all about me what its all about youre the one that i ever needed show me loveshow me love and what its all about alright oh show me love show me life alright baby show me what its all about youre the one that i ever needed show me love and what its all about alright 
30,a song for mama,boyz ii men,1998, you taught me everything everything youve given me ill always keep it inside youre the driving force in my life yeahthere isnt anything or anyone that i could be and it just wouldnt feel right if i didnt have you by my sideyou were there for me to love and care for me when skies were gray whenever i was down you were always there to comfort meand no one else can be what you have been to me you will always be you will always be the girl in my life for all timesmama mama you know i love you mama mama youre the queen of my heart your love is like tears from the stars mama i just want you to know lovin you is like food to my soul yes it is yes it is oh yes it is yes it is yes it is ohyoure always there for me have always been around for me even when i was bad you showed me right from my wrong yes you didand you took up for me when everyone was downin me you always did understand you gave me strength to go onthere was so many times looking back when i was so afraid and then you come to me and say to me i can face anythingand no one else can do what you have done for me youll always be you will always be the girl in my life ooh ohmama mama you know i love you mama mama youre the queen of my heart your love is like tears from the stars mama i just want you to know lovin you is like food to my soulnever gonna go a day without you fills me up just thinkin about you ill never go a day without my mamamama mama you know i love you mama mama youre the queen of my heart your love is like tears from the stars mama i just want you to know lovin you is like food to my soullovin you is like food to my soul oh yeah you are the food to my soul yes you are 
31,what you want,mase featuring total,1998, tell me what you want tell me what you want just tell me what you want tell me what you want tell me what you want tell me what you wanttell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearsnow mase be the man wanna see you doing good i dont wanna get rich leave you in the hood girl in my eyes you the baddest the reason why i love you you dont like me cause my status i dont wanna see you with a carriage living average i wanna do my thing so we be establishedand i dont want you rock in them fabrics girl i will give you karats till you feel you a rabbit anything in your path you want you can have walk through the mall if you like it you can grab total it all up and put it on my tab and then tell your friends all the fun you hadtell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearshey mama wont you come here to papa you dont like the way your tatas lookin at shada in a 600 aint no smokin cigada come over here i think i see your baby faddah here ya go the number to my casa if you in a rush you call me mananawhatever you need girlfriend i got the whole enchilada just the way you like it mase gonna do you propa girl i can tell you was meant for me i can tell by the way you was sent to me while im on tour trying to make them centuries and they ask who your man you better mention meif you dont you know you got a problem said you want no beef girlfriend dont start none and it just so happens that im seeing cash cause you messed up a lot just trying to be fast and i aint gonna ask who smashed the eclass pull up to the crib with the whole front crashed now you wanna laugh good thing thats the past if you ever lie again girl that will be your lasttell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearsnow the more you treat me royal i adore you thats why i dont mind doing these things for you you did things for me i wouldnt believe you did thats why i always want to keep you here in a year or two girl i could see you with my kids girl you make a thug want to get a legal gigits only right we spend our lonely nights gettin crazy biz till we awake the kids dont get too loud got respect for you honey to keep it all real you come second to my money and can you be my ghetto love prophecy everybody love you girl not just me and i know that you really care a lot for me wanna to see you happy even if its not with me even if its not with metell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearstell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for yearstell me what you want for me take a look at what you see let me know if this right here is something you can have for years tell me what you want for me take a look at what you see let me know if this right here is something you can have for years 
32,frozen,madonna,1998, you only see what your eyes want to see how can life be what you want it to be youre frozen when your hearts not openyoure so consumed with how much you get you waste your time with hate and regret youre broken when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keynow theres no point in placing the blame and you should know i suffer the same if i lose you my heart will be brokenlove is a bird she needs to fly let all the hurt inside of you die youre frozen when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keyyou only see what your eyes want to see how can life be what you want it to be youre frozen when your hearts not openmm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keymm if i could melt your heart mm wed never be apart mm give yourself to me mm you hold the keyif i could melt your heart 
33,gone till november,wyclef jean,1998, every time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motherwhen i come back therell be no need to clock ill have enough money to buy out blocks tell my brother go to school in september so he wont mess up in summer school in the summer tell my cousin jerry wear his condom if you dont wear condom youll see a red lump woh oh oh oh you sucker mcs you got no flow i heard your style youre so soevery time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motheri had to flip nuttin and turn it into somethin hiphop turns to the future rock when i smash a punk commit treason then ill have a reason to hunt you down its only right its rappin season yeah you with the loud voice posin like youre top choice your voice ill make a hearse out of your rolls royce besides i got my girl to remember and ill commit it that ill be back in novemberevery time i make a run girl you turn around and cry i ask myself why oh why see you must understand i cant work a 9 to 5 so ill be gone til november said ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november ill be gone til november ill be gone til november yo tell my girl yo ill be gone til november january february march april may i see you cryin but girl i cant stay ill be gone til november ill be gone til november and give a kiss to my motheri know the hustles hard but we gotta enterprise the carnival 
34,my body,lsg,1998, bodymy body your body all over your body baby my body your body my body your body all over my body girl my body your body all over my body girlmy body your body all over your body baby my body your body my body your body all over my body my body your body my body your body all over my body girlin the middle of the night when my bodys feenin for you baby gotta call you up and let you know its what im feeling baby nine one one zero zero twentyfour baby its an emergency im calling cause gotta have some more how would you like if i lay you down if i lay you down yeah would you like it if i was to sex you down i cant think about nothing else your senualate me with your love it aint no secret girl your body fits me like a glovemy body all over your body babe baby its your body babe your body all over my body babe yours over mine my body all over your body its your body baby its yours all over over your body babemy body all over your body babe its your body yeah your body all over my body babe i cling to your body baby my body all over your body baby its your body babe oh its your body babe all over my body girlwanna fill you up till your river flows all over me wanna feel your precious treasure wrapped around me oh so tightly in out i wanna hear you shout wont you come on baby let me break you off i guarentee ill turn you outhow would you like if i lay you down would you like it if i was to sex you down baby girl stop fighting you know you want me just like i want you never had a lover that would do the things that body can domy body all over your body babe its your yeah your body all over my body babe said its your body my body all over your body its your body babe its yours body babe all over my body babe my bodymy body all over your body babe said it feels so good your body all over my body babe said it feels so nice so nice my body all over your body its your body babeoh its your body baby if i beg please play onmy my my my my my my my my my my my my my my my my my my body yeah keep on playin on its your body body body body body your sexy body all over my body babe its your body body body body body your fine body all over my bodybaby its your body my body all over your body babe my body all over your body your body all over my body baby could you feel me baby my body all over your body oh yeah its your body babe all over your body give me your body baby my body all over your body all over your body your body all over my body its all i need all i want cant you feel me my body all over your body oh baby its your body baby all over your body oh its your body baby all over your body i feel me your body baby its your body baby 
35,tubthumping,chumbawamba,1998,well be singing when were winning well be singing i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down pissing the night away pissing the night away he drinks a whiskey drink he drinks a vodka drink he drinks a lager drink he drinks a cider drink he sings the songs that remind him of the good times he sings the songs that remind him of the better times oh danny boy danny boy danny boy i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down pissing the night away pissing the night away he drinks a whiskey drink he drinks a vodka drink he drinks a lager drink he drinks a cider drink he sings the songs that remind him of the good times he sings the songs that remind him of the better times dont cry for me next door neighbor i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again youre never going to keep me down i get knocked down but i get up again   well be singing when were winning youre never going to keep me down   well be singing 
